# variable: Momentary Wind Speed at 10m
# units: km/h
# 
| fcst_hour |     1 |     2 |     3 |     4 |     5 |     6 |     7 |     8 |     9 |    10 |    11 |    12 |    13 |    14 |    15 |    16 |    17 |    18 |    19 |    20 |    21 |    22 |    23 |    24 |    25 |    26 |    27 |    28 |    29 |    30 |    31 |    32 |    33 |    34 |    35 |    36 |    37 |    38 |    39 |    40 |
|         0 |  3.15 |  3.85 |  3.29 |  4.15 |  4.00 |  2.47 |  3.88 |  4.26 |  4.24 |  4.07 |  3.06 |  3.30 |  3.37 |  3.89 |  3.15 |  3.82 |  3.64 |  4.62 |  3.78 |  3.20 |  3.23 |  3.88 |  4.53 |  4.13 |  4.70 |  3.11 |  1.56 |  5.19 |  4.09 |  3.04 |  3.25 |  3.44 |  3.33 |  4.29 |  4.40 |  4.61 |  3.28 |  3.84 |  4.02 |  4.18 |
|         1 |  2.99 |  3.81 |  3.29 |  4.24 |  4.25 |  3.64 |  4.33 |  3.81 |  4.37 |  4.39 |  2.94 |  3.11 |  3.47 |  3.99 |  3.48 |  4.04 |  4.07 |  4.63 |  3.98 |  3.20 |  3.89 |  4.05 |  4.38 |  4.26 |  5.12 |  3.56 |  2.30 |  5.74 |  4.53 |  3.07 |  3.50 |  3.62 |  3.00 |  4.59 |  4.47 |  5.12 |  3.31 |  3.82 |  4.05 |  4.23 |
|         2 |  3.40 |  3.78 |  2.89 |  4.06 |  4.22 |  3.20 |  4.26 |  3.61 |  4.77 |  4.34 |  3.06 |  3.25 |  3.63 |  3.97 |  4.02 |  3.99 |  4.54 |  4.70 |  3.71 |  3.14 |  4.22 |  4.33 |  4.81 |  4.30 |  5.64 |  4.07 |  2.48 |  5.90 |  4.09 |  3.33 |  4.32 |  4.00 |  3.25 |  4.46 |  4.51 |  5.34 |  3.40 |  3.68 |  4.58 |  3.85 |
|         3 |  3.89 |  3.90 |  3.15 |  3.62 |  4.44 |  3.88 |  4.44 |  3.53 |  4.57 |  4.33 |  2.95 |  3.29 |  3.94 |  4.07 |  4.15 |  4.44 |  3.24 |  4.63 |  4.01 |  3.12 |  4.19 |  3.50 |  4.48 |  5.51 |  5.75 |  3.60 |  3.44 |  5.37 |  3.97 |  3.25 |  4.82 |  3.84 |  2.91 |  4.56 |  4.42 |  5.60 |  3.36 |  3.69 |  4.67 |  3.78 |
|         4 |  4.45 |  4.40 |  3.87 |  4.07 |  5.40 |  3.11 |  4.98 |  3.94 |  4.48 |  4.57 |  3.97 |  3.47 |  4.65 |  4.02 |  3.92 |  5.44 |  3.76 |  5.03 |  4.41 |  3.17 |  4.23 |  3.66 |  5.32 |  5.79 |  6.16 |  3.37 |  2.92 |  6.00 |  3.88 |  4.11 |  5.49 |  4.13 |  2.95 |  4.70 |  4.57 |  6.24 |  4.00 |  4.12 |  5.47 |  4.04 |
|         5 |  3.92 |  4.58 |  3.02 |  4.14 |  5.83 |  4.00 |  5.32 |  3.67 |  4.21 |  4.52 |  3.19 |  3.27 |  4.26 |  3.82 |  3.63 |  5.43 |  3.64 |  5.14 |  4.74 |  2.64 |  4.76 |  3.62 |  5.24 |  6.57 |  6.09 |  3.26 |  1.95 |  5.97 |  3.68 |  4.49 |  5.45 |  4.13 |  3.37 |  4.62 |  4.52 |  6.23 |  3.71 |  4.09 |  5.51 |  4.41 |
|         6 |  3.96 |  4.80 |  3.25 |  3.66 |  5.39 |  3.88 |  5.90 |  4.04 |  5.03 |  3.80 |  3.00 |  3.48 |  4.58 |  4.02 |  4.62 |  4.93 |  3.65 |  5.51 |  5.28 |  3.27 |  5.20 |  3.74 |  5.70 |  6.92 |  5.91 |  3.59 |  3.54 |  6.25 |  4.06 |  5.14 |  5.88 |  4.97 |  3.63 |  4.67 |  4.75 |  6.51 |  4.36 |  3.88 |  5.35 |  5.10 |
|         7 |  4.73 |  5.31 |  4.62 |  3.62 |  4.83 |  4.67 |  6.69 |  4.58 |  5.06 |  3.84 |  2.85 |  3.29 |  5.21 |  4.09 |  5.01 |  4.69 |  3.52 |  5.89 |  5.27 |  3.24 |  4.97 |  4.28 |  5.81 |  7.51 |  6.46 |  3.79 |  3.11 |  6.58 |  4.43 |  5.54 |  5.72 |  5.91 |  3.51 |  5.14 |  4.49 |  6.68 |  5.17 |  3.95 |  5.13 |  5.82 |
|         8 |  6.30 |  6.65 |  6.75 |  4.53 |  6.77 |  5.90 |  9.41 |  5.80 |  5.61 |  4.42 |  3.87 |  3.99 |  6.95 |  5.12 |  5.48 |  5.72 |  4.73 |  6.96 |  5.71 |  3.95 |  5.95 |  4.80 |  6.87 |  9.15 |  7.47 |  4.45 |  3.96 |  7.15 |  4.58 |  6.50 |  6.73 |  7.03 |  3.85 |  6.54 |  5.11 |  7.73 |  5.41 |  5.25 |  5.80 |  6.55 |
|         9 |  9.10 |  9.86 |  8.45 |  6.57 |  8.67 |  7.83 | 14.74 |  7.99 |  8.10 |  5.73 |  4.23 |  5.82 |  9.66 |  7.63 |  7.44 |  8.02 |  5.15 |  7.81 |  7.43 |  7.22 |  7.12 |  7.11 |  9.19 | 12.91 | 10.77 |  5.80 |  4.63 |  8.72 |  4.47 |  8.93 |  8.72 |  8.74 |  5.70 |  7.23 |  5.93 |  8.87 |  5.54 |  5.22 |  7.25 |  7.59 |
|        10 | 12.22 | 13.65 | 11.17 |  8.94 | 11.88 | 10.98 | 14.43 | 10.37 | 11.11 |  6.78 |  5.89 |  8.48 | 11.96 |  9.44 | 11.08 | 11.02 |  7.06 |  9.23 | 10.68 |  8.46 |  9.45 |  9.62 | 13.01 | 14.40 | 13.77 |  7.86 |  7.49 | 10.39 |  6.39 | 11.72 | 11.63 | 11.26 |  7.11 | 10.30 |  8.39 | 12.93 |  6.72 |  7.60 |  9.18 | 10.11 |
|        11 | 14.73 | 14.27 | 12.10 | 11.50 | 15.04 | 13.46 | 16.85 | 11.69 | 12.85 |  9.34 |  8.90 | 11.57 | 13.96 | 11.96 | 12.35 | 12.61 |  9.49 | 12.46 | 11.26 | 11.63 | 12.27 | 12.70 | 14.81 | 14.38 | 15.58 | 11.57 | 10.55 | 13.56 | 10.44 | 16.35 | 13.23 | 13.62 |  9.55 | 11.44 | 10.93 | 12.61 |  9.09 | 10.41 | 11.16 | 12.49 |
|        12 | 15.98 | 15.89 | 13.31 | 13.03 | 15.24 | 15.61 | 17.19 | 12.78 | 13.58 | 11.00 | 10.96 | 14.41 | 15.78 | 15.09 | 13.86 | 14.23 | 12.32 | 14.79 | 12.14 | 12.91 | 13.60 | 14.87 | 17.24 | 16.01 | 18.16 | 13.27 | 14.13 | 15.16 | 12.55 | 16.69 | 14.66 | 14.31 | 11.28 | 13.17 | 12.98 | 14.34 | 10.25 | 13.81 | 13.21 | 15.33 |
