# variable: Wind Gust at 10m, Maximum of Time Interval before fcst_hour
# units: km/h
# 
| fcst_hour |     1 |     2 |     3 |     4 |     5 |     6 |     7 |     8 |     9 |    10 |    11 |    12 |    13 |    14 |    15 |    16 |    17 |    18 |    19 |    20 |    21 |    22 |    23 |    24 |    25 |    26 |    27 |    28 |    29 |    30 |    31 |    32 |    33 |    34 |    35 |    36 |    37 |    38 |    39 |    40 |
|         1 |  3.52 |  2.81 |  1.17 |  2.66 |  4.89 |  4.75 |  1.63 |  2.47 |  2.93 |  3.31 |  2.81 |  1.06 |  4.13 |  4.08 |  2.31 |  3.48 |  4.81 |  2.32 |  0.98 |  4.29 |  2.05 |  2.81 |  6.41 |  1.54 |  2.62 |  2.53 |  4.49 |  4.82 |  1.48 |  4.79 |  2.89 |  3.18 |  3.36 |  2.32 |  4.60 |  1.55 |  5.05 |  3.21 |  2.23 |  2.67 |
|         2 |  3.82 |  3.13 |  1.01 |  2.62 |  4.88 |  4.61 |  1.40 |  3.15 |  3.14 |  2.91 |  2.39 |  1.46 |  4.32 |  3.57 |  2.25 |  2.61 |  4.55 |  1.81 |  0.99 |  5.24 |  2.79 |  2.61 |  6.62 |  1.27 |  2.34 |  1.63 |  4.40 |  4.84 |  1.70 |  4.81 |  2.64 |  2.27 |  3.47 |  2.35 |  4.08 |  1.13 |  4.36 |  3.47 |  2.00 |  2.66 |
|         3 |  3.95 |  3.16 |  1.06 |  2.04 |  4.70 |  4.55 |  2.16 |  3.49 |  3.14 |  2.06 |  0.74 |  1.90 |  4.54 |  3.94 |  2.39 |  1.60 |  3.75 |  1.47 |  1.02 |  5.20 |  2.64 |  3.14 |  6.61 |  1.11 |  1.94 |  1.09 |  4.14 |  4.49 |  1.76 |  4.90 |  2.31 |  1.94 |  4.75 |  2.20 |  3.29 |  1.07 |  3.07 |  3.57 |  1.62 |  2.13 |
|         4 |  3.83 |  3.16 |  1.33 |  1.46 |  4.19 |  3.98 |  2.98 |  3.29 |  2.80 |  2.08 |  0.99 |  1.50 |  5.00 |  3.11 |  2.40 |  1.46 |  3.38 |  1.44 |  1.14 |  4.97 |  2.89 |  3.15 |  6.35 |  0.97 |  2.20 |  1.59 |  3.99 |  4.22 |  1.67 |  4.92 |  2.65 |  1.85 |  5.79 |  2.45 |  2.61 |  1.12 |  2.06 |  3.79 |  1.70 |  1.63 |
|         5 |  3.82 |  3.43 |  1.74 |  0.80 |  3.52 |  3.57 |  2.79 |  3.33 |  2.78 |  1.79 |  0.69 |  1.82 |  4.80 |  2.82 |  1.51 |  1.44 |  1.98 |  0.92 |  0.89 |  4.07 |  2.88 |  2.28 |  7.25 |  0.80 |  1.86 |  2.11 |  4.03 |  2.28 |  0.94 |  4.37 |  2.61 |  1.79 |  5.05 |  2.34 |  2.07 |  0.90 |  2.39 |  3.62 |  1.71 |  1.67 |
|         6 |  3.88 |  3.30 |  1.55 |  1.24 |  3.10 |  3.85 |  1.91 |  2.49 |  2.28 |  1.08 |  1.57 |  1.50 |  3.67 |  1.57 |  1.64 |  1.23 |  0.97 |  0.59 |  0.95 |  4.13 |  2.82 |  1.82 |  7.30 |  1.25 |  0.63 |  2.55 |  3.69 |  2.24 |  0.84 |  3.11 |  2.51 |  1.28 |  3.96 |  2.10 |  1.10 |  1.51 |  2.89 |  2.99 |  0.94 |  1.76 |
|         7 |  3.90 |  3.69 |  3.97 |  2.81 |  3.21 |  3.90 |  3.37 |  3.91 |  2.46 |  2.21 |  3.09 |  3.79 |  3.55 |  3.11 |  1.29 |  2.13 |  0.81 |  2.88 |  2.64 |  4.71 |  3.36 |  2.82 |  6.32 |  2.28 |  2.61 |  2.81 |  3.93 |  3.39 |  2.91 |  4.28 |  4.26 |  2.12 |  4.16 |  2.97 |  2.53 |  4.06 |  3.02 |  3.23 |  2.18 |  2.89 |
|         8 |  5.59 |  5.88 |  7.96 |  6.88 |  3.77 |  4.91 |  5.10 |  4.81 |  5.11 |  4.63 |  5.69 |  5.98 |  4.30 |  3.73 |  3.21 |  5.31 |  4.19 |  6.86 |  5.81 |  5.00 |  3.57 |  4.55 |  7.22 |  7.18 |  3.57 |  6.17 |  5.17 |  4.94 |  4.94 |  5.14 |  3.55 |  4.27 |  4.19 |  3.64 |  3.38 |  8.05 |  3.76 |  3.82 |  3.13 |  3.74 |
|         9 |  5.42 | 10.55 | 11.00 |  9.49 |  7.58 |  5.74 |  8.17 |  6.42 | 10.12 |  7.28 |  8.72 |  8.37 |  5.33 |  9.21 |  6.59 |  8.94 |  9.09 | 10.55 |  7.88 |  4.61 |  7.37 |  7.80 |  7.32 |  9.28 |  8.06 |  9.59 |  4.90 |  4.70 |  5.26 |  4.62 |  6.54 |  7.28 |  5.96 |  7.13 |  8.07 | 10.58 |  8.98 |  7.61 |  7.19 |  6.92 |
|        10 |  5.13 | 10.43 | 13.03 | 11.19 |  8.70 |  6.44 |  8.99 |  6.72 | 10.68 |  8.51 |  8.26 |  7.97 |  6.48 |  9.81 |  7.42 |  9.65 | 10.16 | 10.34 |  9.11 |  4.50 |  7.46 |  9.08 |  6.36 |  9.01 |  8.50 | 10.77 |  4.28 |  3.40 |  5.25 |  5.35 |  7.03 |  8.08 |  5.94 |  7.92 |  9.24 | 11.80 | 10.01 |  9.77 |  7.91 |  5.90 |
